,year,overall,rural,urban,geo,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,unmember,world_bank_region,income_groups
1715,2005,0.982,,,lby,Libya,africa,africa_north,middle_east_north_africa,g77,28,17,14/12/1955,Middle East & North Africa,Upper middle income
2472,2006,0.982,0.974,0.988,prt,Portugal,europe,europe_west,europe_central_asia,oecd,39.6945,-8.13057,14/12/1955,Europe & Central Asia,High income
2573,2017,0.982,0.981,0.985,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
1176,2006,0.981,0.96,0.988,grc,Greece,europe,europe_west,europe_central_asia,oecd,39,22,25/10/1945,Europe & Central Asia,High income
1519,2007,0.981,0.974,0.982,jor,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
1714,2004,0.981,,,lby,Libya,africa,africa_north,middle_east_north_africa,g77,28,17,14/12/1955,Middle East & North Africa,Upper middle income
1824,2006,0.981,0.962,0.99,mys,Malaysia,asia,east_asia_pacific,east_asia_pacific,g77,2.5,112.5,17/09/1957,East Asia & Pacific,Upper middle income
2160,2000,0.981,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2268,2000,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2269,2001,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2270,2002,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2271,2003,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2272,2004,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2273,2005,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2274,2006,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2275,2007,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2276,2008,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2277,2009,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2278,2010,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2279,2011,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2280,2012,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2281,2013,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2282,2014,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2283,2015,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2284,2016,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2285,2017,0.981,0.983,0.98,nor,Norway,europe,europe_west,europe_central_asia,oecd,62,10,27/11/1945,Europe & Central Asia,High income
2471,2005,0.981,0.972,0.988,prt,Portugal,europe,europe_west,europe_central_asia,oecd,39.6945,-8.13057,14/12/1955,Europe & Central Asia,High income
2571,2015,0.981,0.98,0.986,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
2572,2016,0.981,0.98,0.985,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
1314,2000,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1315,2001,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1316,2002,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1317,2003,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1318,2004,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1319,2005,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1320,2006,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1321,2007,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1322,2008,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1323,2009,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1324,2010,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1325,2011,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1326,2012,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1327,2013,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1328,2014,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1329,2015,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1330,2016,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1331,2017,0.98,0.986,0.978,hun,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income
1520,2008,0.98,0.973,0.982,jor,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
1521,2009,0.98,0.972,0.981,jor,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
2161,2001,0.98,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2162,2002,0.98,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2163,2003,0.98,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2297,2011,0.98,0.945,0.991,omn,Oman,asia,asia_west,middle_east_north_africa,g77,21,57,07/10/1971,Middle East & North Africa,High income
2569,2013,0.98,0.978,0.986,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
2570,2014,0.98,0.979,0.986,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
2673,2009,0.98,,,syc,Seychelles,africa,africa_sub_saharan,sub_saharan_africa,g77,-4.58333,55.66667,21/09/1976,Sub-Saharan Africa,High income
3075,2015,0.98,0.979,0.981,tha,Thailand,asia,east_asia_pacific,east_asia_pacific,g77,15.5,101,16/12/1946,East Asia & Pacific,Upper middle income
3339,2009,0.98,0.967,0.992,uzb,Uzbekistan,asia,asia_west,europe_central_asia,others,41.66667,63.83333,02/03/1992,Europe & Central Asia,Lower middle income
1522,2010,0.979,0.971,0.98,jor,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
1547,2017,0.979,0.99,0.97,kaz,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,02/03/1992,Europe & Central Asia,Upper middle income
1713,2003,0.979,,,lby,Libya,africa,africa_north,middle_east_north_africa,g77,28,17,14/12/1955,Middle East & North Africa,Upper middle income
1823,2005,0.979,0.959,0.989,mys,Malaysia,asia,east_asia_pacific,east_asia_pacific,g77,2.5,112.5,17/09/1957,East Asia & Pacific,Upper middle income
2164,2004,0.979,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2165,2005,0.979,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2166,2006,0.979,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2167,2007,0.979,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2470,2004,0.979,0.969,0.987,prt,Portugal,europe,europe_west,europe_central_asia,oecd,39.6945,-8.13057,14/12/1955,Europe & Central Asia,High income
2567,2011,0.979,0.977,0.987,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
2568,2012,0.979,0.977,0.987,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
2718,2000,0.979,0.966,0.988,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2719,2001,0.979,0.966,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2720,2002,0.979,0.966,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2721,2003,0.979,0.966,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2722,2004,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2723,2005,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2724,2006,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2725,2007,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2726,2008,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2727,2009,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2728,2010,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2729,2011,0.979,0.967,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2730,2012,0.979,0.968,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2731,2013,0.979,0.968,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2732,2014,0.979,0.968,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2733,2015,0.979,0.968,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2734,2016,0.979,0.968,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
2735,2017,0.979,0.968,0.989,svk,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/01/1993,Europe & Central Asia,High income
284,2014,0.978,0.964,0.982,blr,Belarus,europe,europe_east,europe_central_asia,others,53,28,24/10/1945,Europe & Central Asia,Upper middle income
285,2015,0.978,0.963,0.982,blr,Belarus,europe,europe_east,europe_central_asia,others,53,28,24/10/1945,Europe & Central Asia,Upper middle income
286,2016,0.978,0.963,0.982,blr,Belarus,europe,europe_east,europe_central_asia,others,53,28,24/10/1945,Europe & Central Asia,Upper middle income
287,2017,0.978,0.963,0.982,blr,Belarus,europe,europe_east,europe_central_asia,others,53,28,24/10/1945,Europe & Central Asia,Upper middle income
623,2011,0.978,0.903,0.989,chl,Chile,americas,america_south,america,g77,-33.45694,-70.64827,24/10/1945,Latin America & Caribbean,High income
737,2017,0.978,0.958,0.984,cri,Costa Rica,americas,america_north,america,g77,10,-84,02/11/1945,Latin America & Caribbean,Upper middle income
1174,2004,0.978,0.951,0.987,grc,Greece,europe,europe_west,europe_central_asia,oecd,39,22,25/10/1945,Europe & Central Asia,High income
1175,2005,0.978,0.951,0.987,grc,Greece,europe,europe_west,europe_central_asia,oecd,39,22,25/10/1945,Europe & Central Asia,High income
1523,2011,0.978,0.97,0.979,jor,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
1524,2012,0.978,0.969,0.979,jor,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
1546,2016,0.978,0.989,0.97,kaz,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,02/03/1992,Europe & Central Asia,Upper middle income
2050,2016,0.978,0.939,0.997,mne,Montenegro,europe,europe_east,europe_central_asia,others,42.75,19.25,28/06/2006,Europe & Central Asia,Upper middle income
2051,2017,0.978,0.939,0.997,mne,Montenegro,europe,europe_east,europe_central_asia,others,42.75,19.25,28/06/2006,Europe & Central Asia,Upper middle income
2168,2008,0.978,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2169,2009,0.978,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2170,2010,0.978,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2171,2011,0.978,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2172,2012,0.978,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2173,2013,0.978,0.999,0.975,nld,Netherlands,europe,europe_west,europe_central_asia,oecd,52.25,5.75,10/12/1945,Europe & Central Asia,High income
2469,2003,0.978,0.967,0.986,prt,Portugal,europe,europe_west,europe_central_asia,oecd,39.6945,-8.13057,14/12/1955,Europe & Central Asia,High income
2565,2009,0.978,0.975,0.988,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
2566,2010,0.978,0.976,0.988,wsm,Samoa,asia,east_asia_pacific,east_asia_pacific,g77,-13.8,-172.13333,15/12/1976,East Asia & Pacific,Upper middle income
3201,2015,0.978,0.99,0.967,tkm,Turkmenistan,asia,asia_west,europe_central_asia,g77,39.75,59.66667,02/03/1992,Europe & Central Asia,Upper middle income
32,2014,0.977,0.969,0.983,alb,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
33,2015,0.977,0.969,0.983,alb,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
34,2016,0.977,0.969,0.983,alb,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
35,2017,0.977,0.969,0.983,alb,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
1173,2003,0.977,0.951,0.986,grc,Greece,europe,europe_west,europe_central_asia,oecd,39,22,25/10/1945,Europe & Central Asia,High income
1525,2013,0.977,0.968,0.978,jor,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
1544,2014,0.977,0.986,0.97,kaz,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,02/03/1992,Europe & Central Asia,Upper middle income
1545,2015,0.977,0.987,0.97,kaz,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,02/03/1992,Europe & Central Asia,Upper middle income
1712,2002,0.977,,,lby,Libya,africa,africa_north,middle_east_north_africa,g77,28,17,14/12/1955,Middle East & North Africa,Upper middle income
1764,2000,0.977,0.988,0.975,lux,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
1765,2001,0.977,0.988,0.975,lux,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
1766,2002,0.977,0.988,0.975,lux,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
1767,2003,0.977,0.988,0.975,lux,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
1768,2004,0.977,0.988,0.975,lux,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
